Why did the bike fall over?,It was two tired.
Why did the golfer bring an extra pair of pants?,In case he got a hole in one.
Why was Cinderella so bad at soccer?,She kept running away from the ball!
What lights up a soccer stadium?,A soccer match!
What animal is always at a baseball game?,A bat.
How do cyclists train for their sport?,Recycling.
What did the ocean say to the shore?,Nothing it just waved.
Why are there gates surrounding cemeteries?,Because people are dying to get in.
Did you hear about the kidnapping at school?,"It’s fine now, she woke up."
What has ears but can’t hear?,A cornfield!
Why does Waldo wear stripes?,Because he doesn’t want to be spotted.
Did you see they made round bails of hay illegal in Wisconsin?,It’s because the cows weren’t getting a square meal.
What does a house put on to work?,A dress.
What did the ocean say when it was asked on a date?,“Shore.”
How do you pass a message to a fish?,Drop it a line.
Where does an ocean not have water?,A map.
How do you organize a party on Mars?,Planet.
What building has the most stories?,A library.
Why don’t trees take the bus?,They can never decide on a root.
What did Tennessee?,What Arkansas.
Where do polar bears keep their money?,In a snowbank.
How do billboards communicate?,Sign language.
What did one toilet say to another?,“You look flushed.”
Spring is here!,I got so excited I wet my plants!
"If you’re American in the living room, what are you in the bathroom?",Euro-peein’.
Do you want to hear a poop joke?,Nevermind. It’s too corny.
What did you get when you mix castor oil with holy water?,A religious movement.
Today I learned that diarrhea is hereditary.,It runs in your jeans.
What’s the definition of surprise?,A fart with a lump in it.
When is the best time to go to the restroom?,Poo-thirty.
What do you call a singing laptop?,A dell.
What did the policeman say to the belly button?,“You’re under a-vest.”
Why shouldn’t you write with a broken pencil?,Because it’s pointless.
What do lawyers wear to court?,Lawsuits.
How do vampires start letters?,Tomb it may concern…
What did the laundryman say to the impatient customer?,“Keep your shirt on!”
"To whoever stole my copy of Microsoft Office, I will find you.",You have my Word!
Did you hear about the two guys who stole a calendar?,They each got six months.
What did the janitor say when he jumped out of the closet?,“Supplies!”
What’s red and bad for your teeth?,A brick.
"If you see a robbery at an Apple store, does that make you…",An iWitness?
What does a baby computer call his father?,Data.
Why did the student eat his homework?,Because the teacher told him it was a piece of cake!
What has four wheels and flies?,A garbage truck!
How does a scientist freshen her breath?,With experi-mints.
Why was the broom late for work?,It over-swept.
How do you define a farmer?,Someone who is good in their field.
Why do shoemakers go to heaven?,They all have good soles.
How do astronauts get their children to sleep?,Rocket.
What do you call music for chiropractors?,Hip-hop.
What do you call someone with no body and no nose?,Nobody Knows.
Which school subject was the witch’s favorite?,Spelling!
What do you call a boring dinosaur?,A dino-snore!
What do you call Chewbacca when he has chocolate stuck in his hair?,Chocolate chip wookiee.
What do elves learn in school?,The elf-abet.
Why didn’t the vampire attack Taylor Swift?,She had bad blood.
Why did the invisible man turn down the job offer?,He couldn’t see himself doing it.
Why couldn’t the pirate play cards?,Because he was sitting on the deck!
What do you call a blind dinosaur?,A do-you-think-he-saw-us.
What did Cinderella say when her photos didn’t show up?,“Someday my prints will come!”
What did one snowman say to the other?,“Can you smell carrots?”
How does the moon cut his hair?,Eclipse it.
How do you fix a cracked pumpkin?,With a pumpkin patch.
What does Kermit the Frog and Attila the Hun have in common?,They both have the same middle name.
Why did Mickey Mouse take a trip into space?,He wanted to find Pluto!
Why can’t you give Elsa a balloon?,Because she will let it go.
I sold my vacuum the other day.,All it was doing was collecting dust.
What did the hat say to the scarf?,"“You hang around, and I’ll go ahead.”"
What did the right eye say to the left eye?,"“Between you and me, something smells.”"
How do you make Lady Gaga mad?,Poke her face.
Did you hear I’m reading a book about anti-gravity?,It’s impossible to put down.
What does a spy do when he gets cold?,He goes undercover.
Why did the kid cross the playground?,To get to the other slide.
Why did Mozart sell his chickens?,"Because they kept saying “Bach, Bach, Bach!”"
What’s Forrest Gump’s password? / 1forrest1.
Why can’t a nose be 12 inches long?,Because then it’d be a foot.
Why is the grass so dangerous?,It’s full of blades.
What’s brown and sticky?,A stick.
It’s not appropriate to make a dad joke if you’re not a dad.,It’s a faux pa.
I like telling Dad jokes.,Sometimes he laughs!
What do you call a man named David without an ID?,Dave.
Can February march?,"No, but April may."
What kind of bow is never crossed?,A rainbow.
What beans never grow?,Jelly beans.
How do pickles celebrate their birthdays?,They relish the moment.
What kind of birthday cake do you get for a coffee lover?,Choco-latte.
How do you wish a tree a happy birthday?,Sappy birthday!
What did the elephant want for its birthday?,A trunk full of gifts.
Why did the muffin go to the doctor’s office?,It was feeling crumby.
Why did the child hit their birthday cake with a hammer?,It was a pound cake.
What birthday cake do ghosts like?,I Scream Cake.
What do clams like to do on their birthday?,Shell-ebrate.
What type of music is scary for birthday balloons?,Pop music.
From where should you get a birthday present for your cat?,A catalog.
Why did the child get soap as a birthday present?,Because i was a soap-prise party!
Which year did I celebrate my birthday for only 30 seconds?,My 32nd birthday.
Why did the astronaut leave the party early?,She needed a little more space.
What kind of cake should you eat if you’re sick on your birthday?,Coffee (cough-e) cake.
What kind of candle burns longer than others?,"None, silly — they all burn shorter."
What kind of birthday cake is hard as a rock?,Marble cake.
How do you know if a birthday cake is sad?,Look for the tiers.
What will you do if no one comes to your birthday party?,"You’ll have your cake and eat it, too."
Why do candles love birthdays?,They like to get lit.
What does every birthday end with?,The letter Y.
Why did the bakery get robbed?,Robbers heard the cakes were rich.
Why were there balloons in the bathroom?,For the birthday potty.
What did the cake say to the ice cream?,I think you're cool.
What do they call you when you attend a ghost birthday?,The life of the party.
Why did the eggs all break?,Because they cracked each other up.
What kind of tree fits in your hand?,A palm tree.
What did the sink say to the toilet?,“You look flushed.”
Which building has the most stories?,A library.
Why did the student eat their homework?,Because the teacher said it was piece of cake.
What song do you sing a snowman on his birthday?,Freeze a jolly good fellow.
What’s the difference between a guitar and a fish?,You can’t tuna fish.
Why did the koala get the job?,He was koalafied.
Why did you get fired from the calendar factory?,I took too many days off.
What do you call an alligator in a vest?,An investigator. 
Why can’t a leopard hide?,Because he’s always spotted.
How do moths swim?,Using the butterfly stroke.
What do you call an illegally parked frog?,Toad.
How many tickles does it take to make an octopus laugh?,10 tickles.
Do you know the story about the chicken that crossed the road?,"Me neither, I couldn’t follow it."
What do you get from a pampered cow?,Spoiled milk!
Why are spiders so smart?,They can find everything on the web.
How can a leopard change his spots?,By moving.
What did the duck say when it bought chapstick?,“Put it on my bill!”
What does a cow use to do math?,A cow-culator.
What would bears be without the letter B?,Ears.
What is a dolphin’s favorite country?,Finland
Why did the fish run wild?,It found its sense of porpoise.
Can a kangaroo jump higher than the Empire State Building?,"Of course! Buildings can’t jump, silly."
What did the alpaca say to his date?,“Want to go on a picnic? Alpaca lunch.”
What do you get if you cross an angry sheep with a moody cow?,An animal that’s in a baaaaaaaaad moooooooood.
Why do seagulls fly over the sea?,"If they flew over the bay, they’d be called bagels."
What do you call a penguin in the White House?,Lost.
What do you call a kangaroo’s lazy joey?,A pouch potato.
Why are snails bad at racing?,They’re sluggish.
How does a boar sign its name?,With a pig pen.
Why should you never trust a carp’s excuse?,They always seem a little fishy.
Where do baby cats learn to swim?,The kitty pool.
"Which is faster, hot or cold?","Hot, because you can catch a cold."
What’s brown and sounds like a bell?,Dung!
Why did the sun let off a massive explosion?,It was star-tled.
What did the photon say when asked if she needed to check a bag?,"“No thanks, I’m traveling light!”"
Did you hear that I’m reading a book about anti-gravity?,It’s impossible to put down.
Did you know milk is the fastest liquid on earth?,It’s pasteurized before you even see it.
What did one ocean say to the other ocean?,"Nothing, they just waved."
What kind of music do the planets listen to?,Nep-tunes!
Why did everyone enjoy being around the volcano?,It’s just so lava-ble.
How do you organize a space party?,You planet.
What did the big flower say to the tiny flower?,“Hey there bud!”
Why are skeletons so calm?,Because nothing gets under their skin.
What did Mars ask Saturn?,"“Hey, why don’t you give me a ring some time?”"
Why can’t you trust an atom?,Because they make up everything.
Did you hear about the quantum brush?,It’s always leaving hair entangled.
Why shouldn’t you make fun of a paleontologist?,Because you will get Jurasskicked.
What do clouds do when they become rich?,They make it rain!
Want to hear a potassium joke?,K.
"Why are helium, curium, and barium the medical elements?","Because if you can’t heal-ium or cure-ium, you bury-um."
How did the chemist feel about oxygen and potassium hanging out?,OK.
"When Silver Surfer and Iron Man team up, what do you call them?",Alloys.
Why didn’t the melons get married?,Because they cantaloupe.
What do you call a fake noodle?,An impasta.
What did the Baby corn ask Mama corn?,“Where’s my pop corn?”
Why couldn’t the sesame seed get off the hill?,It was on a roll.
What’s the holiest of breads?,A bagel.
What kind of egg did the evil chicken lay?,A deviled egg.
Why did the onion get flustered?,It saw the salad dressing.
Why is the hot pepper the nosiest vegetable?,It can’t help but get jalapéno space.
Why do crabs never share their lobsters?,They’re shellfish.
What do Japanese monsters like to eat ?,Raw-men
What do you call a happy camper?,A Jolly Rancher.
Why are mushrooms always invited to parties?,They’re a fungi.
What do you call a fancy seafood meal?,So-fish-ticated.
What do you call a sad strawberry?,A blueberry.
Why did the banana go to the hospital?,He wasn’t peeling well.
What do you call a pig that knows karate?,A pork chop.
Where do pancakes rise?,In the yeast.
What is a mummy’s favorite food?,Wraps.
What kind of fruit do you bring while sailing?,Naval oranges.
What do frogs order at restaurants?,French flies.
What do you call a fake noodle?,Impasta.
What’s orange and sounds like a parrot?,A carrot.
How do I look?,With your eyes.
How do you get a country girl’s attention?,A tractor.
Why is the cemetery so popular?,People are just dying to get in there!
What was the child who wouldn’t nap guilty of?,Resisting a rest!
Where do cows go for entertainment?,To the moovies.
What did the zero say to the eight?,“Nice belt.”
What do you call a pile of cats?,A meow-tain.
What do you call a flea in France?,A paris-ite.
What runs around a baseball field but never moves?,A fence.
Why was the calendar afraid?,Its days were numbered.
What time did the man go to the dentist?,Tooth hurt-y.
Why didn’t the skeleton climb the mountain?,It didn’t have the guts.
How do you make a tissue dance?,You put a little boogie in it.
My dad told me a joke about boxing.,I guess I missed the punch line.
What kind of car does an egg drive?,A yolkswagen.
What does a cat say both before and after dinner?,Meow
What’s the difference between a snowman and a snow woman?,Snowballs.
Did you hear about the man who fell into an upholstery machine?,He’s fully recovered.
Why did the coach go to the bank?,To get his quarter back.
What did the fisherman say to the magician?,"“Pick a cod, any cod.”"
Which bear is the most condescending?,A pan-duh!
What kind of noise does a witch’s vehicle make?,"Brrrroooom, brrroooom."
What does a baby computer call his father?,Data.
Why was the robot so tired after his road trip?,He had a hard drive.
Did you hear about the power outlet that got into a fight with a power cord?,He thought he could socket to him.
Why did the computer have no money left?,Someone cleaned out its cache!
What’s a computer’s favorite snack?,Microchips!
What do you call monkeys with a shared Amazon account?,Prime mates.
Why should you never use “beef stew” as a password?,It’s not stroganoff.
What do you call your grandma’s number on speed dial?,Instagram.
What’s another name for an iPhone power cord?,Apple juice.
What do you call a video game rematch?,A Wii-match.
What do you call a TV vaccination?,A screen-shot.
Why did the PowerPoint presentation cross the road?,To get to the other slide.
How do ghosts find answers?,They Boo-gle it.
Why did the computer always play “Someone Like You?”,It was a Dell.
What’s the world most tiresome chatbot?,ChatZZZ
Why did the laptop show up late to school?,It had a hard drive.
What kind of internet page do you seek out when your eyes are tired of reading?,A site for sore eyes.
What do you call an iPhone with no sense of humor?,Too Siri-ous.
Why was the Samsung phone’s camera blurry?,It had lost its contacts.
Why was the man fired from the keyboard factory?,He wasn’t working with enough shifts.
Why couldn’t the computer buy a new pair of jeans?,It had spent all its cache.
Why do smartphones ring?,Because they can’t talk.
How do you follow Will Smith in the snow?,You follow the fresh prints.
How do celebrities stay cool?,They have many fans.
